Video ID,Anchor Type,Anchor Title
7403370202123062535,54,
7373155988226067720,54,
7399805813214252295,54,
7290014048840633602,35,
7453016058337758482,54,
7433307838321085704,54,
7370228415854546192,54,
7372515794535697681,54,
7372515794535697681,35,
7420271901299199240,35,
7292228850010819841,35,
7307154021855382786,35,
7398135938360069392,54,
7252201029578640646,35,
7266373990048910600,35,
7274291312168291585,54,
7394475955714018567,54,
7395089004489739528,35,
7466831505562651936,54,
7435505513292500240,28,
7191191111833111835,54,
7441703681835289887,54,
7441370619251412244,54,
7366856943140457735,54,
7430193228369988897,54,
7183943514525388038,54,
7444165923818327303,54,
7447896709188865312,54,
7458438336311594262,54,
7421178040161406216,54,
7448457512698907909,54,
7447298193034841349,54,
7354964611180842282,28,
7428677464647322911,54,
7221783162433686810,54,
7221783162433686810,35,
7356920206943407378,54,
7297110063783742721,54,
7215609371034717467,54,
7434178562711653633,54,
7396705806869138720,54,
7386083679841373472,54,
7407252562707090695,35,
7405189049738186002,54,
7242163618739916037,54,
7332151057432333569,54,
7461578574814891282,54,
7343867552164105490,54,
7432527642487737618,54,
7455329597580758293,54,
7294087436894817543,54,
7338753738749775122,54,
7452213061038968082,54,
7298583940527295745,54,
7427786707753274640,54,
7323870819363392776,54,
7422468727565733138,54,
7434131097954405639,54,
7422320899979742485,54,
7285003771896270081,54,
7352388873839840528,54,
7292306965622033671,54,
7430344766606347541,54,
7363160448604196114,54,
7453788760761830664,54,
7397038388710362386,54,
7429330783883496711,54,
7319832792211148034,54,
7378121043652644114,54,
7376298693118446866,54,
7328343019898391815,35,
7283877846093663489,35,
7339170453891697921,54,
7467924000514084101,54,
7467882874595724562,54,
7467784204126932270,28,
7462853641775648007,54,
7466081055703960838,28,
7464817430246837511,54,
7463192604138786066,54,
7463112084474121478,28,
7451953171934530832,54,
7462496974168788229,54,
7464531634461707526,54,
7393081135401585952,54,
7447215915202137362,54,
7287919627433217282,54,
7373998563187068161,54,
7370335961965776129,54,
7421201105650044168,54,
7465759589762452752,54,
7420468947511954696,54,
7400684073615674632,54,
7432633001164557586,54,
7388546658281344263,54,
7433812044526210322,54,
7373885124322053409,54,
7374021881831197960,54,
7467921465975901448,54,
7455188454654201096,54,
7369247141417454855,54,
7368007974599626000,54,
7387382242277969160,54,
7452739926296218898,54,
7372867218998086945,54,
7391835276361895176,54,
7449765057442991368,54,
7358445705075182856,54,
7353639607289924882,35,
7336792136869776660,54,
7287919627433217282,54,
7373493386252143889,54,
7458117378866433287,54,
7433812044526210322,54,
7369247141417454855,54,
7320295581493071122,54,
7362208313246797063,54,
7469819832226024712,54,
7470018171437665554,54,
7468263203387051272,54,
7457208458627108103,54,
7417866735631486216,54,
7428425595618479368,54,
7360378443202186514,54,
7347376764546518280,54,
7435869746169482503,54,
7327634146585627905,54,
7442556735941774610,54,
7445614227038964999,54,
7353179956878314770,54,
7435271613110570258,54,
7346604457746009346,54,
7231176390270274843,54,
7377984433111960853,54,
7343433540840787218,54,
7470038136693755144,54,
7460849092084681992,54,
7456432184027663624,54,
7365156204181556496,54,
7235135468109597958,54,
7320975201544473864,54,
7341018715728776450,54,
7341018715728776450,28,
7225132577504775429,54,
7456068906801794322,54,
7442855961141742891,54,
7196978142987291930,28,
7192896728125754651,28,
7393689394382703888,54,
7411090218905849105,54,
7367376544823528705,54,
7438093541018029319,54,
7155756151387278594,32,
7352410247207587088,54,
7442765435642072327,54,
7352373995993337089,54,
7254496595167743238,28,
7443758191286013192,54,
7342146713995562248,54,
7219970226656496922,35,
7349517787217448193,54,
7349517787217448193,35,
7293827076308716807,54,
7314154863569554690,54,
7453872004106685713,35,
7468685960335658248,54,
7468685960335658248,35,
7453851346672831765,54,
7453851346672831765,35,
7454146676354305301,35,
7467061414516100368,35,
7469424669158935815,54,
7469424669158935815,35,
7423214091273014546,54,
7423214091273014546,35,
7351695790034717960,35,
7236241987219819782,35,
7293014732200611073,35,
7468966854980062472,54,
7468966854980062472,35,
7398341489031482632,54,
7378121840553708817,54,
7425662881049398544,35,
7318984288572099841,35,
7258135392635915525,35,
7468565845225114887,35,
7441461606715772178,54,
7452124978088103175,35,
7275646511126433032,35,
7386691996183743745,35,
7442201124590980353,35,
7368903170673626376,35,
7376232560852028680,54,
7287098756049227009,35,
7462001987278687496,35,
7371071857790897426,54,
7355825992553827592,35,
7329403211146595585,35,
7287814036840910081,35,
7245186960095005958,35,
7398737350425087250,54,
7321361884303625479,54,
7428192787188682002,54,
7428250036909214994,54,
7378202978676641042,54,
7398098818291551509,54,
7433486096677244167,35,
7239295889548905733,54,
7220626946424671514,54,
7255451027531484421,54,
7255451027531484421,35,
7459758596885204231,54,
7411338226788551952,54,
7438830488850091271,54,
7201830648925965595,35,
7444766553578409234,54,
7441588728201481480,54,
7371799918693846277,54,
7327627311900036360,54,
7350899791267777793,54,
7208379094952709403,35,
7418090793350532359,54,
7418090793350532359,35,
7337675379085200641,54,
7341623487519345927,54,
7319725508273507591,54,
7400293060254420241,54,
7411928373586300168,54,
7322728370033216770,54,
7110499051400973594,28,
7349800686063783169,54,
7377076734274850055,54,
7427084193810615559,54,
7389201983682399489,54,
7389201983682399489,35,
7420415122180410645,54,
7420415122180410645,35,
7354022000832171281,35,
7415590998551678226,35,
7243273637351017734,35,
7404800964919659777,35,
7308379558267374850,35,
7455503596772199688,35,
7420299033542970645,54,
7420299033542970645,35,
7318786592682904839,35,
7302636981886913800,54,
7302636981886913800,35,
7423318988748295444,35,
7382211314124344593,54,
7382211314124344593,35,
7459669883220004104,54,
7459669883220004104,35,
7196894866486349082,28,
7196894866486349082,35,
7383567209936735489,54,
7383567209936735489,35,
7448924913739631880,54,
7458968550905105671,35,
7273335924316998913,28,
7273335924316998913,35,
7251923242338749701,28,
7215918574781615387,28,
7236591494700764422,28,
7359439276372790536,54,
7237430481397091589,35,
7460095263349148935,54,
7331316327354846472,54,
7261958907906575617,35,
7382825190016797969,54,
7323396651161292040,54,
7462819713605831954,54,
7468129129142013191,32,
7458069886657596677,54,
7340615792515419393,54,
7449215402682436870,54,
7382206699983211792,54,
7314145130678717714,54,
7464447945098677512,32,
7464447567196196103,54,
7450364353578093867,54,
7377757602702249237,54,
7358372727742401824,54,
7382491169739115808,54,
7081069262827212059,26,
7445673140610403591,54,
7457015518487203089,54,
7380708915195038994,54,
7312387353409015042,54,
7431588220137213192,54,
7379185801546009872,54,
7344998529867222280,54,
7307260698017500424,54,
7372959248441003270,54,
7439298577278471445,54,
7252595515710278917,54,
7384696277352697104,54,
7389120929877511442,54,
7402450714074647826,54,
7336457978536627457,54,
7467509959807225106,54,
7467509959807225106,35,
7467617601909247239,54,
7467617601909247239,35,
7467779252461538578,35,
7467815301682433298,35,
7467716297200110866,28,
7467103829138607368,28,
7467103829138607368,28,
7467103829138607368,35,
7467784485816339720,35,
7466116938800860423,54,
7466541721476762898,54,
7465996369170271495,35,
7465195258201115911,54,
7465195258201115911,35,
7422086414524894485,54,
7465895910346689800,35,
7454491749038296328,35,
7426196936346078485,35,
7466189916020526343,54,
7394350602593111312,54,
7438238688842140946,54,
7455945395647024405,54,
7447515733271039240,54,
7444930762459139346,54,
7447897219828747528,54,
7462358764830690582,54,
7458031799206268166,54,
7459512059642907910,54,
7368084761048304914,28,
7368084761048304914,28,
7368084761048304914,28,
7368084761048304914,28,
7368084761048304914,28,
7463222104071097606,54,
7258867066508168454,54,
7377529298569350446,54,
7258995673419255046,54,
7371294075418397970,54,
7375678320597339425,54,
7367963031898230023,54,
7314145130678717714,54,
7402114545428204801,35,
7386516272244165895,54,
7359174171814939912,54,
7391700293999742209,54,
7401804750133415189,35,
7424417611301047570,54,
7453013391205059862,54,
7403691781637868833,54,
7440084083532664086,54,
7465366086414830866,54,
7327654685458828562,54,
7466132511198891282,54,
7455606833076587794,54,
7455310710139129096,54,
7453797487065779463,54,
7456456137517321492,54,
7466137283708603655,54,
7247442628831104262,28,
7464433848563109127,54,
7466141471884840210,54,
7290167730689412354,54,
7377406847705222417,54,
7455326230217248007,54,
7369457150986358032,54,
7448637866458008840,54,
7456448298711321877,54,
7168825392193719579,54,
7455329986879180053,54,
7456441785854725383,54,
7452715621583867144,54,
7455329597580758293,54,
7470493907500010770,54,
7467860811269082376,54,
7432998619143228688,54,
7467438054022679826,54,
7341255466133261575,54,
7381444990913793298,54,
7430284819868699911,54,
7349035897108679944,54,
7429330783883496711,54,
7415698270594272528,54,
7362862052982918407,54,
7319834420226051330,54,
7340196023274409218,54,
7432676937849457928,54,
7458624050915577106,35,
7418975628139023624,54,
7398506131246615824,54,
7456660062782688520,54,
7382897054252633362,54,
7451248453050551570,54,
7375702360389160210,54,
7403675230251617557,54,
7403675230251617557,35,
7376150422102363400,35,
7446844597227113736,35,
7466085300729679111,54,
7466085300729679111,35,
7458234183635225874,54,
7458234183635225874,35,
7469441257547336978,54,
7469441257547336978,28,
7469441257547336978,35,
7399187916204952839,35,
7466532582021238023,35,
7406993053644328210,35,
7291893576181583111,35,
7447823405073714440,35,
7456440042228141319,35,
7256741750776073477,35,
7367212877863865621,35,
7468577671589481746,35,
7465358647015623954,54,
7465358647015623954,35,
7470923830278540562,35,
7454211135043161351,35,
7448908543727635730,35,
7408044388833692929,35,
7457391410258431239,35,
7356382476228381959,35,
7468593271695084816,35,
7460131800430546194,54,
7460131800430546194,35,
7256798289268411653,35,
7366622775533997333,54,
7366622775533997333,35,
7469954246172085522,28,
7469954246172085522,35,
7290142319079165191,35,
7469086956354374919,35,
7467207727341669639,35,
7467796635947502855,35,
7307028307634130177,35,
7467192843166141714,54,
7467192843166141714,35,
7424866358900346130,35,
7436666506009660679,35,
7399148978920590599,35,
7297181131265379585,35,
7448980867176844545,35,
7454813183400889618,35,
7452878551306538248,35,
7376506563432811796,54,
7468324443174096146,54,
7468324443174096146,35,
7461252440201940232,35,
7443666901122796818,35,
7447922736959065352,54,
7447922736959065352,35,
7442938082187300113,35,
7345794236123499783,54,
7447832088725753095,35,
7371817251634236690,35,
7452659637448346887,35,
7399899830186675472,35,
7390781257812086034,35,
7236293547870276869,35,
7449006825061633288,54,
7449006825061633288,35,
7346862541387222290,54,
7442613953940786440,28,
7377985966948076808,35,
7418768508076526856,54,
7397239152489630993,54,
7435483917962054920,35,
7434495055475379464,35,
7441873253821385991,54,
7441873253821385991,35,
7368530904748215568,35,
7453452305044606226,35,
7448484708863724808,35,
7427084193810615559,54,
7447370330261310737,35,
7455933516442848519,35,
7441017276486143253,35,
7445873920600952071,35,
7459685918564306184,35,
7437723016827522325,35,
7440753527468592392,54,
7440753527468592392,35,
7327876045040831751,35,
7392924586192538887,35,
7435085927443090689,35,
7435458520096509185,35,
7440694915228536082,35,
7433402541485968647,54,
7433402541485968647,35,
7457862318832061714,35,
7440853309830860050,35,
7467115818669706514,54,
7467115818669706514,35,
7433294483581603080,54,
7433294483581603080,35,
7362548663282896146,54,
7425588494845758738,54,
7425588494845758738,35,
7463421733706435848,35,
7393602715428932871,35,
7438851382251195666,35,
7431228736588074261,54,
7431228736588074261,35,
7409177494965751041,54,
7409177494965751041,35,
7463786441391230215,35,
7445637679179418898,35,
7407835103092624641,35,
7427092930059390225,35,
7435240917193313544,35,
7446270298007096594,35,
7384438262212889863,54,
7424217155182365960,54,
7365168156354039083,54,
7160151745304218907,28,
7382789075104763137,54,
7408397731779071249,54,
7253483827677482245,54,
7468119539427986706,35,
7405070465720470802,54,
7358283954929159442,54,
7269387786841640198,54,
7431811487020223745,54,
7385146781455224065,54,
7467842668496784656,54,
7426201707962535185,54,
7255523505423404293,54,
7392622867025841441,54,
7446396130537065735,35,
7435700857015979296,54,
7454664917296221482,54,
7399345993289878816,54,
7449734130671144200,28,
7467433177791859976,54,
7465913888937168136,54,
7467758011050741000,35,
7465914897814080786,54,
7467805158076845330,54,
7465837348366945543,54,
7465307770816974088,89,
7466140905318141202,54,
7465280665802624263,54,
7465934337318440193,54,
7465546485728349458,54,
7458638843693108513,54,
7465685021035089159,54,
7464878164305546504,54,
7464930909754559761,28,
7456220914913529095,54,
7465205802861694226,28,
7460461629537389856,54,
7459227980162747654,54,
7457804860654734599,54,
7399579192171564295,54,
7464384572919123205,54,
7449246329953324295,54,
7454049501033090324,54,
7429203308637736213,54,
7393577610875391248,54,
7392151153733160208,54,
7445090064708799776,54,
7393169822659398919,54,
7396253621504986386,54,
7393677396337118469,54,
7409980175548452112,54,
7303938389047282946,54,
7378790309355965728,54,
7261828151221685512,54,
7204354883527429402,54,
7463761762001685767,35,
7233551261021277446,35,
7460732859918126344,35,
7349127920859811079,54,
7448596152993254664,35,
7460761773826690311,28,
7460761773826690311,35,
7214879929723391258,35,
7459687396708338951,35,
7312768900796665090,35,
7371691675535658261,54,
7467822709095877906,35,
7403095652403662098,54,
7403095652403662098,35,
7359802824391265544,35,
7400397276885110034,54,
7400397276885110034,35,
7383724829305883912,54,
7287483091491310866,35,
7443327369689025810,35,
7376567247562755329,35,
7357910147223571720,54,
7360907493096328465,54,
7437116454169791762,54,
7462266158167657744,35,
7441811193846713608,54,
7363609643391749377,54,
7422548959157030152,54,
7463328516491185415,54,
7441148342618311943,54,
7463707181322423570,54,
7398402895361690898,54,
7464826774074002706,89,
7087235100957592858,26,
7446760653798395144,54,
7374972753075555601,54,
7455329597580758293,54,
7455604150844280107,54,
7466085527943417096,54,
7450873737374731542,54,
7454233997195873544,54,
7456472107296263431,54,
7456469188765371654,54,
7454082943808490759,54,
7451246653966650632,54,
7455368616876248326,54,
7350300128315444482,54,
7358693223088360722,28,
7440340590119669009,54,
7413349352061537544,54,
7266035294078553351,54,
7279411598756728066,54,
7402540711129746696,54,
7363946126539623701,54,
7222972186858933530,54,
7455272344433495342,54,
7415921018792922376,54,
7457543523672493358,54,
7464583179119283502,54,
7405414938350587137,54,
7411502305398344978,54,
7426008368143273237,54,
7415642305459129616,54,
7198868758776007962,54,
7443332316987968775,54,
7301923254984264968,54,
7355505335471312146,54,
7286426247838649602,54,
7422698076973878549,54,
7444198101134380296,54,
7313922669643074817,54,
7388567557931945232,54,
7377775046418353426,54,
7340246785870499074,54,
7457770129657433362,54,
7454724283210763538,54,
7299671781114170625,54,
7290811256796220679,35,
7438540830215785729,54,
7460449733937483026,54,
7351050212846259461,54,
7351825261240798480,54,
7464443329321700614,54,
7275137153821183275,28,
7415804565515177246,54,
7422529858699283743,54,
7387321413943692550,54,
7402660333107694866,54,
7433766277430119713,54,
7444929925632560416,54,
7461905460283657473,54,
7464391857053666578,54,
7457013551920712968,54,
7459604624153103634,54,
7271115413000441093,54,
7443292937800142087,54,
7401886623169858833,54,
7373884663196126484,54,
7407358791802572039,54,
7325475865536531719,54,
7460713731010333970,54,
7455986218787015943,28,
7356565028859923732,54,
7380969885586705671,54,
7341987804638956801,54,
7400633178190335250,54,
7328691389963717895,54,
7349482541457493256,54,
7412956998955781383,54,
7202621140341214490,54,
7371253241771773200,54,
7284658773870890242,54,
7454935296463916294,54,
7429756185126948114,54,
7431895074029538568,54,
7455669183964040480,54,
7456886739836079365,54,
7455292992232918305,54,
7418618441197735176,54,
7344959478829223174,54,
7381069965937380616,54,
7380969885586705671,54,
7434133406964878599,54,
7429401644040801543,54,
7355466126979124488,54,
7352109808323005703,54,
7357301690212568338,54,
7339170453891697921,54,
7398506131246615824,54,
7455442991835008263,54,
7305863056326790418,54,
7425182033061711124,54,
7358325463216950535,54,
7394866493411839240,54,
7451128843588472071,54,
7420830543362788626,54,
7461092931294743815,54,
7443006246669602064,54,
7439292375828122881,54,
7447323986561649927,54,
7437526417069378833,54,
7308754130749754626,54,
7380293651823381777,54,
7464223774251044104,54,
7362175496869645585,54,
7429914115642019079,54,
7448637866458008840,54,
7462316253504458002,54,
7452213061038968082,54,
7258971877626875142,54,
7460792536907468049,54,
7451640686102711570,54,
7356029624704339207,54,
7456772769284508945,54,
7232574508920605958,54,
7450876708917431570,54,
7373297210298993938,54,
7358357221492755719,54,
7451508588415143176,54,
7459225163972791570,54,
7367938956979162376,54,
7451592883200609543,54,
7187607569756622107,54,
7366944254360407297,54,
7419656116830752020,54,
7316574836988366088,54,
7468592739886583048,54,
7459424994741849360,54,
7400293060254420241,54,
7267734589731294469,35,
7456028380937456916,54,
7284255158488354055,35,
7454039053063802120,54,
7320599168534334721,54,
7447512134247894280,35,
7447025037212716295,35,
7393717603044248852,54,
7323842412277746946,54,
7331030273397738760,35,
7374414387714460945,54,
7320621477240245505,54,
7439293152714247432,54,
7426129973091503366,54,
7462673740594220306,54,
7289635404100144386,54,
7407786405696408840,54,
7266568644866444545,54,
7381201718349991173,54,
7395235641740594452,54,
7371490662157389061,54,
7430830527327866129,35,
7406241011715886343,35,
7433998957719735569,54,
7433998957719735569,35,
7312742058173861122,54,
7314478481507618055,35,
7434792525119982856,54,
7434792525119982856,35,
7366180695653354769,35,
7288351321529355522,35,
7348366695368592641,54,
7348366695368592641,35,
7429139269366615314,35,
7424448323232320775,35,
7351953563184074001,35,
7281658708076039425,35,
7424399129096277256,35,
7374325305361599752,35,
7367174759479561473,35,
7457506251212180743,35,
7355459419942964498,54,
7353251983328873736,35,
7409114425854151944,35,
7376581889991118088,54,
7446012220892368146,54,
7423288221104164103,54,
7385507988955499793,54,
7385507988955499793,35,
7378310969971281160,35,
7376492289654328594,54,
7376492289654328594,35,
7393304559579450644,54,
7411011178631023873,54,
7420635156463078664,54,
7420635156463078664,35,
7352591488531844369,35,
7312022914679852290,54,
7420853475308834056,54,
7367174759479561473,35,
7426584356698852609,35,
7373611052057087250,54,
7434045102273645832,35,
7356801108569804039,54,
7356801108569804039,35,
7424050225846701313,35,
7368360442814598407,35,
7376929011861163271,35,
7402565085169798408,54,
7402565085169798408,35,
7189580063719902490,35,
7356090434541587720,35,
7405756962757020935,35,
7431054804199263506,54,
7462758603137584392,35,
7411033300166315272,35,
7349888890049694984,35,
7315264317304163585,35,
7356545550470221072,54,
7270431086721764614,35,
7185203232338185498,35,
7257564729286135046,28,
7151034253143231770,35,
7366180695653354769,35,
7401294915856043272,35,
7295635663825784066,35,
7430830527327866129,35,
7438788840959085842,35,
7411822390008712456,35,
7397256661456473364,35,
7343553921543114002,35,
7424448323232320775,35,
7429139269366615314,35,
7307894540193598738,54,
7307894540193598738,35,
7287943445249838338,54,
7418511646026435858,35,
7426584356698852609,35,
7400642194606017810,35,
7420635156463078664,54,
7420635156463078664,35,
7446979379646778631,35,
7312022914679852290,54,
7457506251212180743,35,
7288961986044513554,35,
7180939702965505307,35,
7428123304587742472,35,
7132128363665198362,35,
7470215861459012872,28,
7461490100954860818,54,
7470096940378623239,28,
7427690062873185554,54,
7311749617819979039,54,
7442367645250342176,54,
7398430293088111889,54,
7398665443365506337,54,
7457409902445612296,54,
7386210428688387329,54,
7447890872655547656,28,
7435498233754946834,28,
7394818999051128070,28,
7394818999051128070,28,
7359969487342374151,35,
7415590998551678226,35,
7460076498691656967,35,
7389201983682399489,54,
7389201983682399489,35,
7403244311187361032,35,
7354022000832171281,35,
7414689241432608018,35,
7342196554255682817,54,
7429341241470504193,54,
7371417317944626440,54,
7371417317944626440,35,
7414426311592054023,35,
7436385683704466704,54,
7405582058858302738,54,
7420415122180410645,54,
7420415122180410645,35,
7431959260075937067,54,
7263317123932474626,54,
7464539454477192455,35,
7350958626900692225,54,
7350958626900692225,35,
7455318329377557761,89,
7315391017996307714,54,
7418276219709377808,54,
7418276219709377808,35,
7458948471559605522,35,
7443683991221292295,35,
7286766093245353217,54,
7286766093245353217,35,
7347330182727929090,35,
7443393951668768007,35,
7329117520470854913,35,
7449237933929876743,35,
7328400487915556098,54,
7467760793207999751,35,
7414063706012749064,35,
7429749179737492754,54,
7429749179737492754,35,
7449287885624216840,35,
7152387659434954011,35,
7455267452629339398,35,
7448220458203237640,54,
7362208694962081066,54,
7410126881011289362,54,
7378507191101213982,54,
7354370418590879009,54,
7398582443294477576,54,
7355921574966463776,54,
7390909596170194206,54,
7444532158594600234,54,
7438785738159787282,35,
7231553741801983237,35,
7441247307032579335,35,
7462678112241749255,35,
7383718710911028487,35,
7442676980253756690,54,
7442676980253756690,35,
7386683696864038161,54,
7386683696864038161,35,
7454797403867057415,54,
7435828626576198920,35,
7466352757352484104,54,
7466352757352484104,35,
7397284254524116240,35,
7370722561816104208,54,
7268289241182997766,35,
7365378956209458450,35,
7433750057859419400,54,
7294634091306110215,35,
7395384420796042504,28,
7395384420796042504,28,
7358827317201882384,35,
7452164810109685000,35,
7432555487020780808,35,
7439258750189391122,35,
7377622758248844551,35,
7366426461932129544,35,
7394370841473060113,54,
7394370841473060113,35,
7350176782953221383,35,
7424747878763023624,35,
7393307976095780103,35,
7454974070774402311,35,
7251082956402478342,35,
7364795611108953361,35,
7397284254524116240,35,
7408843535987887380,54,
7408843535987887380,35,
7454797403867057415,54,
7294634091306110215,35,
7419503882247605512,35,
7452164810109685000,35,
7448941728259689745,35,
7395384420796042504,28,
7395384420796042504,28,
7358827317201882384,35,
7441247307032579335,35,
7413749417192197384,35,
7408762192079686929,35,
7443827174030855442,35,
7415839388371832072,35,
7441912652365942034,35,
7350176782953221383,35,
7393307976095780103,35,
7366426461932129544,35,
7364384069557275922,35,
7436359821026184466,35,
7404376443397967112,35,
7341275062357609746,54,
7217854870563376410,54,
7355372359911574791,54,
7355372359911574791,35,
7215965124970990874,35,
7441247307032579335,35,
7220407453521939739,35,
7316528625333865729,54,
7379217445938023698,54,
7379217445938023698,35,
7415839388371832072,35,
7436343989168639250,35,
7439258750189391122,35,
7433422831129480456,35,
7450762770364009736,54,
7450762770364009736,35,
7408762192079686929,35,
7237112349935652102,35,
7428581872281652488,35,
7395384420796042504,28,
7395384420796042504,28,
7377731904113544464,35,
7463325650007641351,35,
7358827317201882384,35,
7350176782953221383,35,
7338284685874744577,35,
7448941728259689745,35,
7225609907461000454,35,
7432311051862985991,54,
7432311051862985991,35,
7328644215016033537,35,
7433294483581603080,54,
7433294483581603080,35,
7294634091306110215,35,
7294564119565487362,35,
7436359821026184466,35,
7428408966901779719,35,
7393307976095780103,35,
7442621771150314759,35,
7301937401226611969,54,
7385143990242381074,28,
7215927268940483867,35,
7202634825889500442,54,
7270130481063283973,54,
7270130481063283973,35,
7364713611543022855,54,
7332010149017701650,54,
7299688765079981314,54,
7264898881584958722,28,
7431613352390003969,54,
7357299969423904007,54,
7388103130497486096,54,
7411462765447007495,54,
7467750688542559496,54,
7464240313788402952,54,
7359432467113069832,54,
7452989422678691079,54,
7407695827138874642,54,
7459947032300539143,54,
7463691571469274375,28,
7463691571469274375,35,
7408043678159162632,54,
7454905741003033874,54,
7436236546442923281,54,
7444152912856550672,54,
7389935423860133128,54,
7406521005126110472,54,
7421098843292355848,54,
7359596471466937617,54,
7454183026000432391,54,
7226219540445809926,54,
7394281776404811025,54,
7212309458163158299,54,
7369737681602923777,54,
7272994191385349377,54,
7266657056747277570,54,
7404323620647914760,54,
7339880391425150210,54,
7424343069459254536,54,
7443782769085320456,54,
7384092177292446983,54,
7274963874246397185,54,
7444346621535489288,54,
7418812541335325960,54,
7366944254360407297,54,
7350309052842364162,54,
7388803763789745424,54,
7388803763789745424,35,
7404864211563646215,54,
7352883080287227154,54,
7455878389593853192,54,
7388796533702921473,54,
7388796533702921473,35,
7460150153006157064,54,
7460150153006157064,35,
7358024192979209479,54,
7464974277717134600,54,
7463762005510343944,54,
7190038237652487451,54,
7461248508260076808,54,
7457386832112700679,54,
7457399422784261394,54,
7452741648305507604,54,
7377596873516879122,54,
7192084447062265115,54,
7456981184938052865,54,
7164359236795763995,54,
7354370163254267143,54,
7457865224855620872,54,
7457442479986511122,54,
7454076546773536021,54,
7402942180492414215,32,
7459956459829333266,54,
7403657891544173840,32,
7439205725131246869,32,
7372087413377600776,32,
7416629395521080584,32,
7442262070814395668,32,
7291588876135714066,32,
7335791662444317998,54,
7384329553361079560,32,
7408114287144733960,32,
7351378933947960594,32,
7384722754815282450,32,
7428822936754146567,32,
7428873634057374983,32,
7265972846436830472,32,
7397997898064989457,54,
7451583160720067848,54,
7414087066566413586,54,
7420712083370741010,32,
7428871692828577032,32,
7460773250436467986,28,
7433336164997762322,32,
7411404708184739079,32,
7281236794560023810,54,
7377371902362406162,54,
7424734030077168904,54,
7389968504524410128,54,
7420416650068921607,54,
7429722452579683589,35,
7375509290498444545,54,
7375509290498444545,35,
7247818400620154117,35,
7327655552857771266,54,
7464999693370526994,54,
7215502220224187675,54,
7376652940351655186,54,
7376652940351655186,35,
7355867774884875528,35,
7434868667722042631,35,
7429701864783990023,35,
7459770131481120001,35,
7354331246773767425,54,
7445827171345517844,35,
7379076662018772241,35,
7292676259916696833,35,
7247126159538916614,35,
7469026469709122823,35,
7394333355417898247,54,
7394333355417898247,35,
7337306648433757448,35,
7294477522106879233,35,
7388108415630970128,35,
7441886499932622087,35,
7336153357205130514,35,
7389624695840181511,54,
7389624695840181511,35,
7395205077344013576,35,
7467565314994097416,35,
7417449977162632466,54,
7440632014291668232,54,
7440632014291668232,35,
7460020620038769928,35,
7213336970330721541,35,
7356464353115196679,35,
7386131978715663634,28,
7386131978715663634,35,
7368329663904599304,35,
7424939304025066759,35,
7353992757544832257,35,
7247711586410925318,35,
7362535576051961104,54,
7375196546637319440,28,
7419705013972356359,54,
7436367682137574663,54,
7414123081372863762,35,
7227546390736473349,28,
7288693076489506055,54,
7195377918330080539,54,
7415553629836283143,54,
7443302430302866695,54,
7337675379085200641,54,
7370506574969769258,54,
7315740748052221186,54,
7447884725902970130,54,
7330217991596035346,54,
7410616917892943105,54,
7341623487519345927,54,
7456510420698942738,54,
7455564255836835090,54,
7455337987388329234,54,
7455370029962497288,54,
7457152609498058001,54,
7456485386131442952,54,
7457465103248641287,54,
7456467313739468053,54,
7456249736085916936,54,
7456670495690198280,54,
7458087350095203592,54,
7456704261825498375,35,
7456457085102984456,54,
7455636400835185940,54,
7455550711292546312,54,
7218986048645369115,54,
7298685623513255175,54,
7454139135691934981,54,
7406673520417049873,54,
7440693533813607681,54,
7456716372152814865,54,
